country_code,country,year,overweight_pct,alcohol_liters_pc,gdp_per_capita_usd,gdp_growth_pct,unemployment_pct,inflation_pct,gini_index,trade_pct_gdp,education_expenditure_pct_gdp,govt_debt_pct_gdp,recession_flag,crisis_score,gdp_growth_lag1,gdp_growth_lag2,tertiary_attainment_pct,low_education_pct,physical_inactivity_pct,sunny_days,food_total_kcal,food_cereals_kcal,food_sugar_kcal,food_meat_kcal,food_dairy_kcal,food_fish_kcal,food_vegetables_kcal,food_fruits_kcal,food_vegoils_kcal,food_alcohol_kcal,prod_sugar_cane_t,prod_sugar_beet_t,prod_raw_sugar_t,prod_beef_t,prod_pork_t,prod_poultry_t,prod_meat_total_t,prod_wine_t,prod_beer_t,prod_cattle_fat_t,prod_pig_fat_t,prod_lard_t,prod_butter_t,prod_raw_milk_t,prod_tobacco_t,prod_sugar_cane_kg_pc,prod_sugar_beet_kg_pc,prod_raw_sugar_kg_pc,prod_beef_kg_pc,prod_pork_kg_pc,prod_poultry_kg_pc,prod_meat_total_kg_pc,prod_wine_kg_pc,prod_beer_kg_pc,prod_cattle_fat_kg_pc,prod_pig_fat_kg_pc,prod_lard_kg_pc,prod_butter_kg_pc,prod_raw_milk_kg_pc,prod_tobacco_kg_pc,total_all_causes,cardiovascular,ischaemic_heart,stroke,all_cancers,colorectal_cancer,lung_cancer,diabetes,liver_cirrhosis,alcohol_disorders,respiratory,suicide,smoking_pct,healthcare_exp_pct,urbanization_pct
PL,Poland,2013,57.66,11.52,11628.229,0.684,10.293,0.992,33.1,90.418,4.998,56.9,0,1,1.512,5.255,40.5,25.9,32.66,124,3387.6,1132.16,,5.54,80.96,1.2,13.29,6.05,11.56,166.97,,11234194.0,1933000.0,373900.0,1775500.0,1517300.0,3879742.0,,3956280.0,28761.5,299759.7,152000.0,161030.0,12718433.0,30781.0,,295.3243,50.8147,9.8291,46.6743,39.8868,101.9906,,104.0026,0.7561,7.8801,3.9958,4.2332,334.3419,0.8092,1308.16,635.35,140.1,114.04,292.43,36.11,68.41,24.93,16.91,3.66,79.8,16.35,28.92,6.45,60.53
PL,Poland,2014,58.25,11.58,12093.162,3.921,8.971,0.054,32.8,92.034,4.939,51.1,0,0,0.684,1.512,42.1,25.5,33.49,129,3398.67,1116.85,,6.36,79.33,1.55,13.17,6.58,13.13,173.58,,13488875.0,2224000.0,446300.0,1864500.0,1468615.6,4000180.7,,3990000.0,34330.8,314785.7,154749.5,167170.0,12985520.0,34893.0,,354.8608,58.5082,11.7411,49.0506,38.6358,105.2354,,104.9676,0.9032,8.2813,4.0711,4.3979,341.6187,0.918,1241.07,591.41,129.09,105.26,292.31,35.95,69.18,22.33,15.8,3.55,69.11,15.51,28.26,6.39,60.43
PL,Poland,2015,58.83,11.46,12637.522,4.432,7.475,-0.874,31.8,92.255,4.787,51.1,0,0,3.921,0.684,43.4,25.6,34.34,129,3358.97,1075.86,,5.52,76.8,1.32,13.53,6.53,13.03,175.72,,9364467.0,1592000.0,486700.0,1976000.0,1465638.5,4167207.9,,4088994.0,37438.5,333610.4,160205.5,187820.0,13236229.0,27251.0,,246.5215,41.9097,12.8125,52.0186,38.5832,109.7026,,107.6436,0.9856,8.7824,4.2174,4.9444,348.4464,0.7174,1273.62,610.48,128.79,101.06,304.48,37.83,69.55,26.68,15.82,5.28,80.5,14.24,27.6,6.36,60.34
PL,Poland,2016,59.42,11.47,13026.186,3.031,6.141,-0.665,31.2,96.866,4.627,54.1,0,0,4.432,3.921,44.6,25.3,35.23,135,3438.75,1062.69,,4.82,75.31,1.23,14.26,7.03,13.15,177.99,,13523781.0,2266000.0,512000.0,2008800.0,1483851.4,4261392.7,,4136924.0,39384.6,339148.0,162905.3,204360.0,13244169.0,31201.0,,356.1693,59.6786,13.4843,52.9048,39.0795,112.2303,,108.9522,1.0373,8.932,4.2904,5.3821,348.8053,0.8217,1218.22,552.73,125.36,93.79,297.42,37.13,68.85,26.18,17.07,6.95,73.58,12.28,26.98,6.55,60.24
PL,Poland,2017,59.99,11.5,13695.645,5.152,4.867,2.076,29.7,100.566,4.542,50.4,0,0,3.031,4.432,45.7,26.0,36.15,114,3489.2,1110.98,,4.55,69.48,1.66,12.66,8.43,14.71,176.86,,15732952.0,2539000.0,569200.0,2032900.0,1472701.8,4318920.8,,4038225.0,43784.6,343216.9,165128.2,213720.0,13304646.0,32493.0,,414.2995,66.8601,14.9889,53.5328,38.781,113.7312,,106.3395,1.153,9.038,4.3484,5.6279,350.3544,0.8556,1239.64,537.14,141.22,96.45,290.51,36.64,66.25,27.06,18.31,7.91,83.04,11.7,26.36,6.54,60.15
PL,Poland,2018,60.55,11.63,14551.085,6.246,3.835,1.813,30.2,102.442,4.56,48.2,0,0,5.152,3.031,45.7,25.9,37.07,147,3531.69,1094.61,,5.23,69.62,1.49,19.13,0.82,8.18,180.77,,14302910.0,2555000.0,564840.0,2093200.0,2079900.0,5222633.8,,4148202.0,,,173944.8,222660.0,14171150.0,33190.0,,376.6426,67.2815,14.8741,55.1208,54.7706,137.5291,,109.2358,,,4.5805,5.8634,373.173,0.874,,526.13,133.6,92.27,291.23,36.59,66.22,27.16,19.57,8.13,84.85,11.7,25.740000000000002,6.25,60.05
PL,Poland,2019,61.11,11.63,15221.309,4.58,3.267,2.227,28.8,101.581,4.627,45.2,0,0,6.246,5.152,47.0,26.5,38.01,136,3577.34,1081.92,0.0,7.01,98.28,1.48,15.82,2.47,10.58,179.06,,13836620.0,2294693.2,560500.0,1988840.0,2110670.0,5130382.6,,3974000.0,,,162174.9,224450.0,14502760.0,28770.0,,364.4527,60.4416,14.7634,52.3855,55.5945,135.1328,,104.674,,,4.2716,5.912,381.9986,0.7578,,492.49,136.62,86.92,283.38,35.81,63.61,27.53,19.91,8.59,81.68,11.97,25.12,6.39,59.96
PL,Poland,2020,61.66,11.66,15090.223,-2.036,3.155,3.374,28.5,99.259,4.801,56.6,1,1,4.58,6.246,47.7,28.1,38.93,147,3632.11,1049.82,0.0,6.44,109.76,1.24,19.96,3.24,13.31,172.73,,14947210.0,2470804.6,559460.0,1985120.0,2200280.0,5257101.8,,3906600.0,,,164867.2,243390.0,14821820.0,20420.0,,398.4249,65.8605,14.9127,52.9143,58.6495,140.1305,,104.1323,,,4.3946,6.4877,395.0826,0.5443,,523.79,161.47,96.71,279.72,35.63,60.48,35.78,21.45,10.05,84.96,11.93,24.5,6.43,59.87
PL,Poland,2021,62.21,11.73,16368.624,6.927,3.268,5.055,28.5,110.874,4.62,53.0,0,0,-2.036,4.58,46.7,27.5,39.83,117,3678.89,1033.77,0.0,7.24,115.0,1.25,22.67,2.19,11.21,170.21,,15273850.0,2465000.0,555220.0,1985810.0,2096770.0,5113594.8,500.0,3827700.0,,,166741.8,232170.0,14881110.0,20750.0,,413.0126,66.6548,15.0134,53.6973,56.6977,138.2742,0.0135,103.5029,,,4.5088,6.278,402.3927,0.5611,,541.44,218.75,93.24,259.86,32.78,56.39,31.55,22.11,8.29,82.34,12.15,24.0,6.37,59.81
PL,Poland,2022,62.74,11.77,17303.645,5.255,2.811,14.429,28.9,123.021,4.314,48.8,0,1,6.927,-2.036,47.7,26.8,40.38,139,3718.85,1038.14,0.0,11.97,105.94,1.27,23.57,3.87,12.41,167.94,,14154120.0,2550000.0,540680.0,1804960.0,2231610.0,5101854.7,500.0,3797000.0,,,156267.0,247230.0,15208490.0,16610.0,,384.3956,69.2525,14.6837,49.0189,60.6058,138.5555,0.0136,103.1184,,,4.2439,6.7142,413.0301,0.4511,1317.13,489.57,194.61,96.0,268.0,34.44,56.7,32.05,22.77,9.34,88.91,12.03,23.6,6.47,59.83
PL,Poland,2023,,11.82,17410.383,0.25,2.743,11.529,28.5,110.025,4.31,49.5,0,1,5.255,6.927,49.2,23.8,41.29,132,3730.14,1008.78,0.0,7.59,111.46,1.16,25.24,3.83,13.23,165.78,,16940820.0,2766415.5,514770.0,1776140.0,2284950.0,5060147.1,500.0,3580000.0,,,152991.1,264950.0,15482240.0,17400.0,,461.7619,75.4052,14.0313,48.4129,62.2817,137.9262,0.0136,97.5813,,,4.1701,7.2218,422.0048,0.4743,1182.22,450.96,185.6,89.87,274.01,33.91,59.12,28.12,20.73,7.23,88.86,12.34,24.03,7.14,59.89
PT,Portugal,1994,49.59,13.43,15214.931,0.965,6.709,5.42,41.2,57.177,4.671,35.1,0,0,-2.043,1.089,3.5,70.6,40.49,217,3489.0,1018.0,,110.59,28.4,2.87,18.55,21.51,9.0,276.0,4000.0,50085.0,6482.0,95164.0,315625.0,192375.0,666818.0,635000.0,690158.0,11592.7,35300.2,65987.4,16921.0,1638000.0,4699.0,0.4003,5.0127,0.6487,9.5245,31.5893,19.2538,66.7384,63.5539,69.0743,1.1603,3.533,6.6043,1.6935,163.9389,0.4703,,678.4,131.8,368.7,253.5,32.9,31.5,44.3,27.0,0.7,112.1,8.8,26.36,7.205,50.33
PT,Portugal,1995,50.0,13.33,15811.717,4.283,7.064,4.223,40.95,59.914,4.613,38.27,0,0,0.965,-2.043,4.71,69.3,41.1,219,3456.0,985.0,,120.86,26.8,3.25,17.73,24.05,8.0,279.0,4000.0,56991.0,5516.0,105016.0,305036.0,189346.0,660914.0,706000.0,721970.0,12792.9,34115.9,63814.2,19380.0,1749605.0,4945.0,0.399,5.6842,0.5502,10.4742,30.424,18.8852,65.9189,70.4157,72.0085,1.276,3.4027,6.3648,1.9329,174.5037,0.4932,,670.4,128.6,365.6,261.6,35.2,32.0,42.4,26.6,0.8,123.3,9.2,26.3,7.4375,51.01
PT,Portugal,1996,50.43,13.23,16304.379,3.504,7.298,3.069,40.7,60.21,5.065,41.44,0,0,4.283,0.965,5.92,68.0,41.69,221,3507.0,995.0,,126.12,26.54,3.91,21.6,21.35,7.0,273.0,4000.0,32400.0,2901.0,100304.0,324583.0,200395.0,687925.0,948000.0,695710.0,12218.9,36302.1,68429.6,19251.0,1784773.0,6206.0,0.3975,3.2194,0.2883,9.9667,32.2521,19.9122,68.3554,94.1977,69.129,1.2141,3.6071,6.7995,1.9129,177.3433,0.6167,,668.6,130.2,358.5,260.6,34.7,31.9,40.7,27.5,0.9,126.8,7.6,26.240000000000002,7.67,51.69
PT,Portugal,1997,50.87,13.12,16946.087,4.401,6.571,2.337,40.45,62.305,5.06,44.61,0,0,3.504,4.283,7.13,66.7,42.3,218,3388.0,952.0,,114.68,29.38,3.62,22.97,22.44,8.0,269.0,4000.0,149514.0,18300.0,109538.0,330041.0,219637.0,724991.0,591415.0,676666.0,13343.7,36912.5,66609.3,21154.0,1814403.0,5845.0,0.3957,14.7902,1.8103,10.8357,32.6483,21.7269,71.7175,58.5039,66.9371,1.32,3.6515,6.5891,2.0926,179.4843,0.5782,,611.8,124.8,321.5,257.8,35.0,32.2,42.4,25.1,0.7,132.4,7.0,26.18,7.9025,52.38
PT,Portugal,1998,51.31,13.02,17671.314,4.808,4.64,2.573,40.2,63.831,5.05,47.78,0,0,4.401,3.504,8.34,65.4,42.89,223,3508.0,981.0,,110.85,30.86,3.66,20.91,26.02,10.0,270.0,4000.0,187648.0,23300.0,96709.0,358610.0,238399.0,766713.0,358000.0,707238.0,11780.9,40107.7,73313.9,19566.0,1850033.0,6879.0,0.3937,18.4689,2.2933,9.5184,35.2956,23.464,75.4624,35.2355,69.6087,1.1595,3.9475,7.2158,1.9258,182.0863,0.6771,,600.5,124.5,312.2,257.4,34.7,33.7,44.1,23.6,0.7,134.0,6.2,26.12,8.135,53.06
PT,Portugal,1999,51.75,12.91,18258.091,3.907,4.579,2.34,39.95,63.314,5.047,50.95,0,0,4.808,4.401,9.55,64.1,43.49,217,3561.0,993.0,,110.44,40.1,5.33,26.87,24.55,10.0,267.0,4000.0,505323.0,76284.0,98214.0,373248.0,226639.0,769634.0,760159.0,694403.0,11964.2,41744.8,76917.1,24707.0,2039803.0,5785.0,0.3915,49.455,7.4658,9.612,36.5291,22.1807,75.3227,74.3954,67.9599,1.1709,4.0855,7.5277,2.418,199.6318,0.5662,,578.3,119.6,300.8,254.4,36.2,31.9,43.3,21.5,0.7,155.3,6.1,26.06,8.3675,53.74
PT,Portugal,2000,52.18,12.77,18822.093,3.816,3.806,2.853,39.7,67.453,5.164,54.2,0,0,3.907,4.808,11.1,62.6,44.1,221,3544.0,1018.0,,107.93,40.26,4.51,31.48,26.44,11.0,259.0,4000.0,461735.0,59550.0,100787.0,355422.0,229561.0,760148.0,784400.0,709002.0,12277.7,39751.1,75025.1,24626.0,2060161.0,6135.0,0.3887,44.8727,5.7872,9.7948,34.5409,22.3094,73.8732,76.2301,68.9027,1.1932,3.8631,7.2911,2.3932,200.212,0.5962,,542.9,114.0,280.1,254.3,34.6,32.8,39.1,20.1,0.6,136.9,5.7,26.0,8.6,54.41
PT,Portugal,2001,52.6,12.77,19053.09,1.944,3.829,4.37,39.45,65.092,5.337,57.4,0,0,3.816,3.907,11.6,61.2,44.69,207,3538.0,997.0,,109.23,36.73,4.83,25.07,27.03,9.0,250.0,4000.0,280888.0,84300.0,96312.0,342609.0,248303.0,762344.0,671000.0,682972.0,11732.5,38318.1,74169.9,24553.0,1983208.0,5764.0,0.386,27.1056,8.1349,9.2941,33.0617,23.9612,73.566,64.7513,65.9066,1.1322,3.6977,7.1574,2.3694,191.3791,0.5562,,520.9,111.3,263.2,254.3,37.4,32.1,48.2,21.3,1.0,115.1,8.0,25.94,8.63,55.07
PT,Portugal,2002,52.99,12.6,19095.11,0.771,4.497,3.6,39.2,62.308,5.259,60.0,0,0,1.944,3.816,12.9,61.4,45.29,202,3534.0,990.0,,117.1,46.83,4.65,34.02,23.37,15.0,266.0,4000.0,643859.0,62300.0,106638.0,355956.0,243213.0,780926.9,778900.0,712471.0,12990.5,39810.9,76213.3,27491.0,2102959.0,5602.0,0.3839,61.7929,5.9791,10.2343,34.1621,23.3418,74.9477,74.7531,68.3778,1.2467,3.8208,7.3144,2.6384,201.8266,0.5376,,514.2,114.8,247.1,253.5,36.1,33.6,53.1,17.7,1.6,116.9,12.5,25.88,8.79,55.79
PT,Portugal,2003,53.34,12.48,18846.541,-0.931,6.132,3.219,38.8,61.139,5.282,63.9,0,0,0.771,1.944,14.7,58.2,45.9,209,3523.0,997.0,,118.67,46.75,4.38,31.22,23.2,14.0,263.0,4000.0,484149.0,81300.0,105772.0,354875.0,214286.0,738903.4,714906.0,754520.0,12885.0,39690.0,75317.8,26252.0,1951934.0,5735.0,0.3825,46.291,7.7733,10.1132,33.9307,20.4885,70.6488,68.3544,72.142,1.232,3.7949,7.2014,2.51,186.6304,0.5483,,508.9,114.7,238.3,254.9,36.7,34.5,53.6,16.8,1.1,120.1,11.9,25.82,9.12,56.59
PT,Portugal,2004,53.66,12.31,19137.837,1.789,6.319,2.365,38.9,63.205,5.046,67.1,0,0,-0.931,0.771,16.3,56.2,46.51,217,3535.0,986.0,,117.73,37.73,4.78,28.64,26.55,13.0,265.0,4000.0,626562.0,83300.0,119260.0,340279.0,229682.0,755952.2,725720.0,778310.0,14528.0,38057.5,73958.8,25976.0,2010110.0,5357.0,0.3815,59.7644,7.9455,11.3756,32.4574,21.9082,72.1063,69.2226,74.2389,1.3857,3.6301,7.0545,2.4777,191.7338,0.511,,451.5,104.0,205.2,246.8,36.5,33.2,51.9,16.9,1.2,106.8,12.2,25.759999999999998,9.53,57.42
PT,Portugal,2005,53.93,12.18,19251.715,0.782,7.582,2.277,38.5,62.945,5.074,72.2,0,0,1.789,-0.931,17.5,56.2,47.13,225,3531.0,986.0,,118.18,50.07,5.69,25.66,24.05,12.0,262.0,4000.0,604879.0,83000.0,119019.0,352998.0,232139.0,773436.7,706373.0,769986.0,14498.7,39480.0,75160.1,26971.0,2061211.0,4749.0,0.3808,57.5893,7.9023,11.3315,33.6082,22.1015,73.6373,67.2523,73.3088,1.3804,3.7588,7.1558,2.5679,196.2436,0.4521,,438.4,99.8,194.6,246.8,36.6,34.0,51.8,15.7,1.1,136.4,9.2,25.7,9.65,58.25
PT,Portugal,2006,54.17,11.95,19529.312,1.625,7.649,3.108,38.1,68.547,4.908,73.7,0,0,0.782,1.789,18.3,55.7,47.75,207,3521.0,989.0,,119.54,41.55,7.02,27.14,23.97,14.0,261.0,5000.0,320039.0,53555.0,106087.0,365869.0,224592.0,767945.5,733784.0,840302.0,12923.3,40919.6,78426.3,28694.0,1983757.0,2298.0,0.4752,30.4153,5.0897,10.0821,34.7709,21.3444,72.9827,69.7362,79.8592,1.2282,3.8889,7.4534,2.727,188.5291,0.2184,,381.2,86.7,167.4,236.7,36.0,33.6,41.4,13.7,1.0,135.0,8.7,25.7,9.35,59.03
PT,Portugal,2007,54.35,11.78,19979.571,2.507,7.965,2.454,36.8,69.946,4.921,72.7,0,0,1.625,0.782,19.5,51.9,48.35,236,3530.0,992.0,,118.66,36.54,9.81,23.74,22.81,13.0,245.0,5100.0,251573.0,36760.0,91743.0,385864.0,247391.0,800020.0,586676.0,819471.0,11176.0,43155.8,85067.2,27695.0,1968632.0,1311.0,0.4837,23.8617,3.4867,8.7018,36.5992,23.465,75.8819,55.6462,77.7268,1.06,4.0933,8.0686,2.6269,186.7247,0.1243,,385.9,89.0,168.7,245.5,36.9,34.7,47.5,14.9,1.2,124.9,10.1,25.7,9.25,59.75
PT,Portugal,2008,54.49,11.68,20014.475,0.319,7.553,2.589,36.6,72.076,4.696,75.5,0,0,2.507,1.625,21.6,51.2,48.93,220,3538.0,982.0,,141.42,36.47,11.5,23.77,20.71,14.0,233.0,5100.0,137001.0,19580.0,108540.0,404153.0,257402.0,840020.1,547962.0,814801.0,13222.1,45201.3,85619.5,30355.0,2021686.0,1358.0,0.483,12.9758,1.8545,10.2802,38.2787,24.3794,79.5611,51.8993,77.1725,1.2523,4.2812,8.1093,2.875,191.4806,0.1286,,371.6,83.6,160.2,247.2,37.8,33.5,45.3,13.4,1.4,128.7,10.2,25.633333333333333,9.58,60.35
PT,Portugal,2009,54.58,11.59,19371.132,-3.122,9.432,-0.836,34.9,61.493,5.563,87.6,1,1,0.319,2.507,21.3,49.9,49.5,235,3507.0,992.0,,155.23,44.36,10.63,24.72,19.09,15.0,226.0,5150.0,6612.0,1338.0,102995.0,395970.0,269573.0,832546.7,571072.0,742080.0,12546.7,44286.1,85054.5,29263.0,1998738.0,2109.0,0.4873,0.6256,0.1266,9.7457,37.4679,25.5078,78.7781,54.0366,70.2179,1.1872,4.1905,8.0481,2.769,189.1267,0.1996,,357.5,79.4,152.4,246.3,37.1,34.3,47.8,13.4,1.3,131.2,9.9,25.566666666666666,10.13,60.81
PT,Portugal,2010,54.63,11.4,19698.684,1.738,10.771,1.403,35.8,67.689,5.405,99.9,0,1,-3.122,0.319,24.0,47.3,50.03,213,3513.28,960.82,,153.36,30.85,6.66,22.64,3.49,16.49,234.52,5100.0,4163.0,1510.0,93159.0,407808.0,272308.0,839127.6,714792.0,831200.0,11348.5,45610.1,44859.0,27180.0,1918251.0,936.0,0.4824,0.3937,0.1428,8.8109,38.5703,25.7548,79.3644,67.6048,78.6146,1.0733,4.3138,4.2427,2.5707,181.4275,0.0885,,347.6,76.1,147.9,246.8,37.4,35.9,47.7,13.1,1.4,122.1,10.5,25.5,10.02,61.08
PT,Portugal,2011,54.65,10.86,19389.64,-1.714,12.715,3.653,36.3,73.008,5.117,114.0,1,2,1.738,-3.122,26.6,41.5,50.56,225,3492.04,978.98,,152.81,45.03,6.28,23.32,3.51,12.32,232.26,5200.0,7955.0,1500.0,96003.0,406814.0,270206.0,837790.9,562236.0,825000.0,11694.9,45498.9,44750.0,27670.0,1918517.0,65.0,0.4925,0.7535,0.1421,9.0933,38.533,25.5936,79.3546,53.2544,78.1431,1.1077,4.3096,4.2387,2.6209,181.7197,0.0062,1028.98,321.67,69.0,134.05,246.73,37.16,35.5,44.6,12.56,1.08,122.72,9.53,25.5,9.72,61.14
PT,Portugal,2012,54.64,10.33,18679.763,-4.051,15.509,2.773,36.0,75.941,4.942,128.6,1,2,-1.714,1.738,27.7,38.6,51.1,233,3460.75,1027.59,,151.71,38.15,6.16,17.99,2.83,11.21,235.57,5300.0,18894.0,1520.0,92988.0,384182.0,270320.0,814803.2,632710.0,798600.0,11327.6,42967.7,42260.0,28450.0,1938126.0,122.0,0.504,1.7969,0.1446,8.8435,36.5371,25.7084,77.4908,60.173,75.9498,1.0773,4.0864,4.0191,2.7057,184.3228,0.0116,1055.79,325.1,68.04,133.14,244.83,36.35,34.88,46.94,11.61,0.93,139.41,9.98,25.5,9.64,61.14
PT,Portugal,2013,54.63,10.12,18597.721,-0.984,16.237,0.274,36.2,78.031,5.265,130.8,0,1,-4.051,-1.714,30.1,36.6,51.63,210,3443.05,1025.47,,151.55,45.62,5.82,18.15,3.82,15.86,218.75,5350.0,9891.0,1800.0,84011.0,366414.0,272533.0,788531.5,623134.0,732300.0,10234.1,40980.5,40306.0,25730.0,1850604.0,188.0,0.5116,0.9458,0.1721,8.0337,35.0391,26.0615,75.4049,59.5884,70.0277,0.9787,3.9188,3.8543,2.4605,176.9678,0.018,1024.83,304.77,65.6,118.31,242.99,36.1,37.56,42.74,11.11,0.76,123.7,9.78,25.5,9.39,61.14
PT,Portugal,2014,54.61,10.29,18836.897,0.741,13.88,-0.278,35.6,80.221,5.12,132.5,0,1,-0.984,-4.051,31.6,35.2,52.15,208,3402.71,992.2,,153.89,46.86,6.37,19.13,2.65,11.25,220.45,5354.7,13320.0,2161.4,79843.0,381656.0,274504.0,791337.9,620575.0,729000.0,9726.3,42685.2,41982.0,28110.0,1942777.0,228.0,0.5148,1.2806,0.2078,7.6764,36.6939,26.3919,76.0824,59.6646,70.089,0.9351,4.1039,4.0363,2.7026,186.7864,0.0219,991.41,305.76,69.6,111.01,242.14,35.04,36.36,39.53,10.86,0.83,116.65,11.28,25.5,9.34,61.14
PT,Portugal,2015,54.61,10.54,19215.781,1.59,12.405,0.488,35.5,80.635,4.894,131.0,0,1,0.741,-0.984,32.1,31.0,52.68,218,3463.6,983.86,,156.27,44.14,5.35,19.63,3.37,11.96,219.7,5404.1,5761.0,1132.3,88645.0,400296.0,288387.0,841687.9,704467.0,646500.0,10798.6,44769.9,44033.0,32290.0,2049809.0,276.0,0.5217,0.5562,0.1093,8.5581,38.6458,27.8418,81.2591,68.0114,62.4151,1.0425,4.3222,4.2511,3.1174,197.8948,0.0266,1005.36,300.01,67.03,108.31,241.64,34.92,36.93,39.79,9.66,0.76,126.0,10.38,25.5,9.33,61.14
PT,Portugal,2016,54.61,10.55,19662.823,2.004,11.058,0.607,35.2,79.522,4.96,131.2,0,1,1.59,0.741,34.3,30.9,53.2,223,3402.18,947.9,,146.96,43.18,5.93,21.17,4.45,13.08,219.04,5455.4,9657.3,1675.8,90704.0,399674.0,301572.0,856175.7,708562.0,647500.0,11049.4,44700.4,43963.0,30780.0,1963084.0,230.7,0.5283,0.9353,0.1623,8.7845,38.7077,29.2067,82.919,68.6229,62.7091,1.0701,4.3291,4.2577,2.981,190.1209,0.0223,1005.03,296.73,66.0,105.61,245.79,34.86,37.08,38.69,10.66,0.82,122.74,8.95,25.52,9.4,61.13
PT,Portugal,2017,54.61,10.44,20364.196,3.315,8.878,1.369,33.8,84.808,5.027,126.0,0,0,2.004,1.59,33.5,28.4,53.7,225,3424.56,968.12,,150.43,48.14,5.25,29.67,4.88,13.83,218.0,5499.6,10098.9,1743.9,91187.0,377866.0,317918.0,851756.8,655759.0,699000.0,11108.2,42261.3,41566.0,32040.0,1959423.0,244.9,0.5339,0.9804,0.1693,8.8528,36.685,30.8649,82.6924,63.6641,67.8621,1.0784,4.1029,4.0354,3.1106,190.2297,0.0238,980.61,287.08,64.03,99.35,243.5,33.94,37.77,36.27,9.41,0.77,114.99,9.61,25.54,9.33,61.13
PT,Portugal,2018,54.6,10.45,20997.775,2.946,6.966,0.994,33.5,86.736,4.679,121.1,0,0,3.315,2.004,33.8,26.3,54.2,212,3450.71,962.48,,157.51,49.88,5.01,28.08,3.83,16.52,220.24,,0.0,0.0,93790.0,383220.0,291720.0,837950.0,588372.0,675700.0,,,42154.0,31080.0,1939670.0,90.0,,0.0,0.0,9.1202,37.2644,28.3669,81.4824,57.2134,65.7051,,,4.0991,3.0222,188.6137,0.0088,,287.05,62.71,97.47,243.42,33.0,37.94,36.71,9.61,0.8,116.59,9.03,25.560000000000002,9.42,61.12
PT,Portugal,2019,54.6,10.45,21569.187,2.746,6.422,0.338,32.8,86.771,4.628,116.1,0,0,2.946,3.315,36.7,24.3,54.69,227,3462.91,901.3,,153.93,48.19,5.06,35.53,4.83,21.35,236.15,,0.0,0.0,92030.0,387920.0,296010.0,848304.0,634885.0,711000.0,,,42672.0,30460.0,1975490.0,0.0,,0.0,0.0,8.9469,37.7124,28.7772,82.4696,61.7216,69.1213,,,4.1484,2.9612,192.0513,0.0,,278.95,60.66,93.32,244.89,32.49,38.22,32.12,9.99,0.88,105.37,8.76,25.580000000000002,9.51,61.11
PT,Portugal,2020,54.62,8.88,19778.714,-8.205,6.85,-0.012,34.7,76.509,4.864,134.1,1,1,2.746,2.946,39.7,22.0,55.15,226,3472.15,946.08,,133.95,50.27,4.62,36.16,2.9,34.87,224.05,,0.0,0.0,97780.0,379290.0,297380.0,847019.0,626700.0,660000.0,,,41782.0,31870.0,1993610.0,0.0,,0.0,0.0,9.4959,36.8347,28.88,82.2582,60.8619,64.0958,,,4.0577,3.0951,193.6092,0.0,,285.0,57.57,95.25,240.46,32.02,37.15,33.94,9.87,1.0,94.51,8.48,25.6,10.52,61.1
PT,Portugal,2021,54.64,8.89,20747.699,5.559,6.712,1.266,34.6,85.874,4.773,123.9,0,0,-8.205,2.746,42.5,17.3,55.61,229,3486.4,945.22,,144.89,45.42,4.87,38.26,3.44,31.51,236.3,,,0.0,103000.0,380290.0,300040.0,859307.0,718547.0,671100.0,,,41505.0,31500.0,1995550.0,,,,0.0,9.9403,36.701,28.9563,82.93,69.3456,64.7665,,,4.0056,3.04,192.5866,,,247.92,53.56,75.25,226.14,29.06,36.52,27.04,9.73,0.92,80.49,8.22,25.6,11.22,61.1
PT,Portugal,2022,54.68,8.42,22042.868,6.986,6.138,7.833,36.3,101.364,4.552,111.2,0,0,5.559,-8.205,41.5,17.5,56.1,209,3498.41,969.4,,118.94,53.98,5.45,41.37,4.76,32.99,255.45,,,0.0,103760.0,369720.0,314170.0,859039.0,666013.0,778700.0,,,40668.0,27490.0,1928870.0,,,,0.0,9.9441,35.433,30.1093,82.3281,63.829,74.6286,,,3.8975,2.6346,184.858,,947.32,237.9,52.74,71.53,219.51,27.85,35.35,27.51,8.78,0.75,89.96,8.83,25.6,10.55,61.13
PT,Portugal,2023,,7.95,22417.162,3.1,6.498,4.311,33.9,93.136,4.62,96.9,0,0,6.986,5.559,39.7,18.4,56.56,218,3552.93,1035.72,,145.69,55.71,5.53,43.97,4.72,43.1,271.3,,0.0,0.0,98420.0,356460.0,322970.0,847821.0,737257.0,770000.0,,,39210.0,31590.0,1959930.0,0.0,,0.0,0.0,9.3041,33.6977,30.5317,80.1481,69.6961,72.7914,,,3.7067,2.9863,185.2806,0.0,885.63,220.81,48.78,67.01,218.22,27.75,35.44,23.71,7.92,0.74,95.48,8.88,25.630000000000003,10.03,61.2
RO,Romania,1994,40.49,18.39,4295.271,3.932,8.17,136.759,28.2,51.867,3.07,25.55,0,1,1.529,-8.767,8.7,24.0,15.97,173,2931.0,1336.0,,0.48,15.77,0.18,7.47,1.78,4.0,126.0,,2763783.0,231000.0,258000.0,775300.0,260000.0,1381275.0,537000.0,904600.0,12636.7,207474.6,109517.5,14276.0,4295500.0,12993.0,,121.5907,10.1627,11.3505,34.1088,11.4385,60.7682,23.6249,39.7973,0.5559,9.1277,4.8181,0.6281,188.9776,0.5716,,,,,,,,,,,,,38.82,2.526,54.09
